site,month_of_date_id,day_of_date_id,year_of_date_id,measure_names,person_type,supplier_type,measure_values
Site A,July,30,2016,Transactional Sales,FRBO,Platform,10018.009209
Site B,July,30,2016,Transactional Sales,FRBO,Platform,7362.102734
Site A,July,31,2016,Transactional Sales,FRBO,Platform,13579.454661
Site B,July,31,2016,Transactional Sales,FRBO,Platform,7961.143455
Site A,June,1,2016,Transactional Sales,FRBO,Platform,9652.273507
Site B,June,1,2016,Transactional Sales,FRBO,Platform,4247.608611
Site A,June,2,2016,Transactional Sales,FRBO,Platform,10537.88059
Site B,June,2,2016,Transactional Sales,FRBO,Platform,3780.954043
Site A,June,3,2016,Transactional Sales,FRBO,Platform,7905.709195
Site B,June,3,2016,Transactional Sales,FRBO,Platform,2462.096357
Site A,June,4,2016,Transactional Sales,FRBO,Platform,11796.920123
Site B,June,4,2016,Transactional Sales,FRBO,Platform,3013.707979
Site A,June,5,2016,Transactional Sales,FRBO,Platform,10146.382225
Site B,June,5,2016,Transactional Sales,FRBO,Platform,2368.187679
Site A,June,6,2016,Transactional Sales,FRBO,Platform,12308.087211
Site B,June,6,2016,Transactional Sales,FRBO,Platform,3329.930307
Site A,June,7,2016,Transactional Sales,FRBO,Platform,12393.509658
Site B,June,7,2016,Transactional Sales,FRBO,Platform,4098.748024
Site A,June,8,2016,Transactional Sales,FRBO,Platform,10104.83568
Site B,June,8,2016,Transactional Sales,FRBO,Platform,3864.115849
Site A,June,9,2016,Transactional Sales,FRBO,Platform,12497.894061
Site B,June,9,2016,Transactional Sales,FRBO,Platform,3302.978447
Site A,June,10,2016,Transactional Sales,FRBO,Platform,10139.781137
Site B,June,10,2016,Transactional Sales,FRBO,Platform,3011.941675
Site A,June,11,2016,Transactional Sales,FRBO,Platform,9410.140294
Site B,June,11,2016,Transactional Sales,FRBO,Platform,2936.643964
Site A,June,12,2016,Transactional Sales,FRBO,Platform,12158.995419
Site B,June,12,2016,Transactional Sales,FRBO,Platform,5081.499256
Site A,June,13,2016,Transactional Sales,FRBO,Platform,16321.080203
Site B,June,13,2016,Transactional Sales,FRBO,Platform,5724.183467
Site A,June,14,2016,Transactional Sales,FRBO,Platform,11604.286761
Site B,June,14,2016,Transactional Sales,FRBO,Platform,4572.63638
Site A,June,15,2016,Transactional Sales,FRBO,Platform,13050.924595
Site B,June,15,2016,Transactional Sales,FRBO,Platform,9488.87823
Site A,June,16,2016,Transactional Sales,FRBO,Platform,12601.912898
Site B,June,16,2016,Transactional Sales,FRBO,Platform,10297.271625
Site A,June,17,2016,Transactional Sales,FRBO,Platform,14465.214374
Site B,June,17,2016,Transactional Sales,FRBO,Platform,8621.174265
Site A,June,18,2016,Transactional Sales,FRBO,Platform,11485.111974
Site B,June,18,2016,Transactional Sales,FRBO,Platform,8992.885861
Site A,June,19,2016,Transactional Sales,FRBO,Platform,14244.935097
Site B,June,19,2016,Transactional Sales,FRBO,Platform,10566.386605
Site A,June,20,2016,Transactional Sales,FRBO,Platform,16191.133919
Site B,June,20,2016,Transactional Sales,FRBO,Platform,11697.309131
Site A,June,21,2016,Transactional Sales,FRBO,Platform,15427.522608
Site B,June,21,2016,Transactional Sales,FRBO,Platform,12109.279897
Site A,June,22,2016,Transactional Sales,FRBO,Platform,14596.357761
Site B,June,22,2016,Transactional Sales,FRBO,Platform,10637.242147
Site A,June,23,2016,Transactional Sales,FRBO,Platform,15643.109826
Site B,June,23,2016,Transactional Sales,FRBO,Platform,9174.0795
Site A,June,24,2016,Transactional Sales,FRBO,Platform,9969.303561
Site B,June,24,2016,Transactional Sales,FRBO,Platform,9376.128026
Site A,June,25,2016,Transactional Sales,FRBO,Platform,13280.13686
Site B,June,25,2016,Transactional Sales,FRBO,Platform,8771.521618
Site A,June,26,2016,Transactional Sales,FRBO,Platform,16210.869055
Site B,June,26,2016,Transactional Sales,FRBO,Platform,10432.638019
Site A,June,27,2016,Transactional Sales,FRBO,Platform,14411.553356
Site B,June,27,2016,Transactional Sales,FRBO,Platform,13224.418875
Site A,June,28,2016,Transactional Sales,FRBO,Platform,14716.337845
Site B,June,28,2016,Transactional Sales,FRBO,Platform,12332.670139
Site A,June,29,2016,Transactional Sales,FRBO,Platform,15499.611684
Site B,June,29,2016,Transactional Sales,FRBO,Platform,13386.024706
Site A,June,30,2016,Transactional Sales,FRBO,Platform,16201.623693
Site B,June,30,2016,Transactional Sales,FRBO,Platform,14074.390107
Site A,May,1,2016,Transactional Sales,FRBO,Platform,4253.886209
Site B,May,1,2016,Transactional Sales,FRBO,Platform,3438.029167
Site A,May,2,2016,Transactional Sales,FRBO,Platform,5547.321092
Site B,May,2,2016,Transactional Sales,FRBO,Platform,3125.560695
Site A,May,3,2016,Transactional Sales,FRBO,Platform,4220.057693
Site B,May,3,2016,Transactional Sales,FRBO,Platform,3850.792079
Site A,May,4,2016,Transactional Sales,FRBO,Platform,4191.11358
Site B,May,4,2016,Transactional Sales,FRBO,Platform,3545.470475
Site A,May,5,2016,Transactional Sales,FRBO,Platform,3797.541199
Site B,May,5,2016,Transactional Sales,FRBO,Platform,3317.671447
Site A,May,6,2016,Transactional Sales,FRBO,Platform,4198.04252
Site B,May,6,2016,Transactional Sales,FRBO,Platform,2001.186205
Site A,May,7,2016,Transactional Sales,FRBO,Platform,3012.616055
Site B,May,7,2016,Transactional Sales,FRBO,Platform,1593.696108
Site A,May,8,2016,Transactional Sales,FRBO,Platform,5319.193513
Site B,May,8,2016,Transactional Sales,FRBO,Platform,4056.933248
Site A,May,9,2016,Transactional Sales,FRBO,Platform,3692.020475
Site B,May,9,2016,Transactional Sales,FRBO,Platform,3266.263316
Site A,May,10,2016,Transactional Sales,FRBO,Platform,5249.139872
Site B,May,10,2016,Transactional Sales,FRBO,Platform,3122.411118
Site A,May,11,2016,Transactional Sales,FRBO,Platform,4774.938196
Site B,May,11,2016,Transactional Sales,FRBO,Platform,2791.440833
Site A,May,12,2016,Transactional Sales,FRBO,Platform,5192.736963
Site B,May,12,2016,Transactional Sales,FRBO,Platform,2555.239211
Site A,May,13,2016,Transactional Sales,FRBO,Platform,4294.163526
Site B,May,13,2016,Transactional Sales,FRBO,Platform,3305.671769
Site A,May,14,2016,Transactional Sales,FRBO,Platform,2252.722798
Site B,May,14,2016,Transactional Sales,FRBO,Platform,2362.093785
Site A,May,15,2016,Transactional Sales,FRBO,Platform,3692.76401
Site B,May,15,2016,Transactional Sales,FRBO,Platform,2676.888351
Site A,May,16,2016,Transactional Sales,FRBO,Platform,5208.965871
Site B,May,16,2016,Transactional Sales,FRBO,Platform,4219.100198
Site A,May,17,2016,Transactional Sales,FRBO,Platform,5037.503731
Site B,May,17,2016,Transactional Sales,FRBO,Platform,3398.889933
Site A,May,18,2016,Transactional Sales,FRBO,Platform,4723.212751
Site B,May,18,2016,Transactional Sales,FRBO,Platform,3937.031454
Site A,May,19,2016,Transactional Sales,FRBO,Platform,4475.817325
Site B,May,19,2016,Transactional Sales,FRBO,Platform,2357.902404
Site A,May,20,2016,Transactional Sales,FRBO,Platform,4985.65586
Site B,May,20,2016,Transactional Sales,FRBO,Platform,1064.436122
Site A,May,21,2016,Transactional Sales,FRBO,Platform,3595.20712
Site B,May,21,2016,Transactional Sales,FRBO,Platform,2756.157271
Site A,May,22,2016,Transactional Sales,FRBO,Platform,4582.665355
Site B,May,22,2016,Transactional Sales,FRBO,Platform,3428.048062
Site A,May,23,2016,Transactional Sales,FRBO,Platform,4699.639869
Site B,May,23,2016,Transactional Sales,FRBO,Platform,3200.285566
Site A,May,24,2016,Transactional Sales,FRBO,Platform,3904.976337
Site B,May,24,2016,Transactional Sales,FRBO,Platform,3719.665366
Site A,May,25,2016,Transactional Sales,FRBO,Platform,4221.562042
Site B,May,25,2016,Transactional Sales,FRBO,Platform,2366.137569
Site A,May,26,2016,Transactional Sales,FRBO,Platform,3957.317844
Site B,May,26,2016,Transactional Sales,FRBO,Platform,3539.31855
Site A,May,27,2016,Transactional Sales,FRBO,Platform,4636.389839
Site B,May,27,2016,Transactional Sales,FRBO,Platform,2759.636575
Site A,May,28,2016,Transactional Sales,FRBO,Platform,2502.715309
Site B,May,28,2016,Transactional Sales,FRBO,Platform,2653.443366
Site A,May,29,2016,Transactional Sales,FRBO,Platform,4564.348529
Site B,May,29,2016,Transactional Sales,FRBO,Platform,2751.3161
Site A,May,30,2016,Transactional Sales,FRBO,Platform,5011.169362
Site B,May,30,2016,Transactional Sales,FRBO,Platform,3358.34332
Site A,May,31,2016,Transactional Sales,FRBO,Platform,6318.442934
Site B,May,31,2016,Transactional Sales,FRBO,Platform,3205.466307
Site A,July,1,2017,Transactional Sales,FRBO,Platform,34886.763119
Site B,July,1,2017,Transactional Sales,FRBO,Platform,16162.688788
Site A,July,2,2017,Transactional Sales,FRBO,Platform,42363.661334
Site B,July,2,2017,Transactional Sales,FRBO,Platform,22405.47729
Site A,July,3,2017,Transactional Sales,FRBO,Platform,40556.791317
Site B,July,3,2017,Transactional Sales,FRBO,Platform,22608.866914
Site A,July,4,2017,Transactional Sales,FRBO,Platform,40101.74774
Site B,July,4,2017,Transactional Sales,FRBO,Platform,16402.530499
Site A,July,5,2017,Transactional Sales,FRBO,Platform,39942.308834
Site B,July,5,2017,Transactional Sales,FRBO,Platform,18570.92694
Site A,July,6,2017,Transactional Sales,FRBO,Platform,35291.343439
Site B,July,6,2017,Transactional Sales,FRBO,Platform,18341.428542
Site A,July,7,2017,Transactional Sales,FRBO,Platform,31394.954658
Site B,July,7,2017,Transactional Sales,FRBO,Platform,20981.516278
Site A,July,8,2017,Transactional Sales,FRBO,Platform,31038.020276
Site B,July,8,2017,Transactional Sales,FRBO,Platform,18001.765967
Site A,July,9,2017,Transactional Sales,FRBO,Platform,40581.852667
Site B,July,9,2017,Transactional Sales,FRBO,Platform,20060.405543
Site A,July,10,2017,Transactional Sales,FRBO,Platform,36994.366264
Site B,July,10,2017,Transactional Sales,FRBO,Platform,21811.841045
Site A,July,11,2017,Transactional Sales,FRBO,Platform,38060.410722
Site B,July,11,2017,Transactional Sales,FRBO,Platform,19654.774563
Site A,July,12,2017,Transactional Sales,FRBO,Platform,39747.525764
Site B,July,12,2017,Transactional Sales,FRBO,Platform,17639.192722
Site A,July,13,2017,Transactional Sales,FRBO,Platform,34569.301426
Site B,July,13,2017,Transactional Sales,FRBO,Platform,17966.734283
Site A,July,14,2017,Transactional Sales,FRBO,Platform,34292.920495
Site B,July,14,2017,Transactional Sales,FRBO,Platform,16461.789132
Site A,July,15,2017,Transactional Sales,FRBO,Platform,27546.862995
Site B,July,15,2017,Transactional Sales,FRBO,Platform,13180.456592
Site A,July,16,2017,Transactional Sales,FRBO,Platform,40733.626547
Site B,July,16,2017,Transactional Sales,FRBO,Platform,15362.863546
Site A,July,17,2017,Transactional Sales,FRBO,Platform,33965.698995
Site B,July,17,2017,Transactional Sales,FRBO,Platform,15638.53521
Site A,July,18,2017,Transactional Sales,FRBO,Platform,36444.882658
Site B,July,18,2017,Transactional Sales,FRBO,Platform,17635.172671
Site A,July,19,2017,Transactional Sales,FRBO,Platform,35739.821135
Site B,July,19,2017,Transactional Sales,FRBO,Platform,20171.998796
Site A,July,20,2017,Transactional Sales,FRBO,Platform,31662.999535
Site B,July,20,2017,Transactional Sales,FRBO,Platform,16372.531276
Site A,July,21,2017,Transactional Sales,FRBO,Platform,32115.173857
Site B,July,21,2017,Transactional Sales,FRBO,Platform,15501.606797
Site A,July,22,2017,Transactional Sales,FRBO,Platform,32459.343815
Site B,July,22,2017,Transactional Sales,FRBO,Platform,14306.5711
Site A,July,23,2017,Transactional Sales,FRBO,Platform,41765.112562
Site B,July,23,2017,Transactional Sales,FRBO,Platform,14983.11094
Site A,July,24,2017,Transactional Sales,FRBO,Platform,37951.278929
Site B,July,24,2017,Transactional Sales,FRBO,Platform,15367.709335
Site A,July,25,2017,Transactional Sales,FRBO,Platform,32833.068093
Site B,July,25,2017,Transactional Sales,FRBO,Platform,19233.844958
Site A,July,26,2017,Transactional Sales,FRBO,Platform,34885.490253
Site B,July,26,2017,Transactional Sales,FRBO,Platform,14212.731025
Site A,July,27,2017,Transactional Sales,FRBO,Platform,32585.135064
Site B,July,27,2017,Transactional Sales,FRBO,Platform,13261.347085
Site A,July,28,2017,Transactional Sales,FRBO,Platform,31095.239957
Site B,July,28,2017,Transactional Sales,FRBO,Platform,11543.469526
Site A,July,29,2017,Transactional Sales,FRBO,Platform,30934.212963
Site B,July,29,2017,Transactional Sales,FRBO,Platform,10778.750693
Site A,July,30,2017,Transactional Sales,FRBO,Platform,36041.289492
Site B,July,30,2017,Transactional Sales,FRBO,Platform,13948.606106
Site A,July,31,2017,Transactional Sales,FRBO,Platform,35413.393086
Site B,July,31,2017,Transactional Sales,FRBO,Platform,14672.65174
Site A,June,1,2017,Transactional Sales,FRBO,Platform,34173.318908
Site B,June,1,2017,Transactional Sales,FRBO,Platform,18099.462719
Site A,June,2,2017,Transactional Sales,FRBO,Platform,32712.452553
Site B,June,2,2017,Transactional Sales,FRBO,Platform,16195.265279
Site A,June,3,2017,Transactional Sales,FRBO,Platform,31332.212131
Site B,June,3,2017,Transactional Sales,FRBO,Platform,16805.045242
Site A,June,4,2017,Transactional Sales,FRBO,Platform,35767.787855
Site B,June,4,2017,Transactional Sales,FRBO,Platform,19098.859133
Site A,June,5,2017,Transactional Sales,FRBO,Platform,40990.042316
Site B,June,5,2017,Transactional Sales,FRBO,Platform,25648.701669
Site A,June,6,2017,Transactional Sales,FRBO,Platform,39509.506469
Site B,June,6,2017,Transactional Sales,FRBO,Platform,21790.422017
Site A,June,7,2017,Transactional Sales,FRBO,Platform,41240.020002
Site B,June,7,2017,Transactional Sales,FRBO,Platform,21181.305683
Site A,June,8,2017,Transactional Sales,FRBO,Platform,34142.565707
Site B,June,8,2017,Transactional Sales,FRBO,Platform,20457.682508
Site A,June,9,2017,Transactional Sales,FRBO,Platform,29916.818592
Site B,June,9,2017,Transactional Sales,FRBO,Platform,14631.377641
Site A,June,10,2017,Transactional Sales,FRBO,Platform,26683.684938
Site B,June,10,2017,Transactional Sales,FRBO,Platform,15874.52402
Site A,June,11,2017,Transactional Sales,FRBO,Platform,34648.148965
Site B,June,11,2017,Transactional Sales,FRBO,Platform,19953.663106
Site A,June,12,2017,Transactional Sales,FRBO,Platform,38898.5079
Site B,June,12,2017,Transactional Sales,FRBO,Platform,20270.792303
Site A,June,13,2017,Transactional Sales,FRBO,Platform,35652.124466
Site B,June,13,2017,Transactional Sales,FRBO,Platform,20537.642143
Site A,June,14,2017,Transactional Sales,FRBO,Platform,36628.692894
Site B,June,14,2017,Transactional Sales,FRBO,Platform,19679.144846
Site A,June,15,2017,Transactional Sales,FRBO,Platform,31118.65404
Site B,June,15,2017,Transactional Sales,FRBO,Platform,17683.536968
Site A,June,16,2017,Transactional Sales,FRBO,Platform,28015.507761
Site B,June,16,2017,Transactional Sales,FRBO,Platform,14688.724371
Site A,June,17,2017,Transactional Sales,FRBO,Platform,23987.222675
Site B,June,17,2017,Transactional Sales,FRBO,Platform,13869.132165
Site A,June,18,2017,Transactional Sales,FRBO,Platform,33202.735458
Site B,June,18,2017,Transactional Sales,FRBO,Platform,19801.013564
Site A,June,19,2017,Transactional Sales,FRBO,Platform,29430.480248
Site B,June,19,2017,Transactional Sales,FRBO,Platform,18332.90157
Site A,June,20,2017,Transactional Sales,FRBO,Platform,31233.736923
Site B,June,20,2017,Transactional Sales,FRBO,Platform,17340.86749
Site A,June,21,2017,Transactional Sales,FRBO,Platform,33026.925265
Site B,June,21,2017,Transactional Sales,FRBO,Platform,17127.067463
Site A,June,22,2017,Transactional Sales,FRBO,Platform,34618.101153
Site B,June,22,2017,Transactional Sales,FRBO,Platform,20336.548237
Site A,June,23,2017,Transactional Sales,FRBO,Platform,30844.238525
Site B,June,23,2017,Transactional Sales,FRBO,Platform,12754.709805
Site A,June,24,2017,Transactional Sales,FRBO,Platform,27659.338085
Site B,June,24,2017,Transactional Sales,FRBO,Platform,12439.756005
Site A,June,25,2017,Transactional Sales,FRBO,Platform,41557.113092
Site B,June,25,2017,Transactional Sales,FRBO,Platform,17447.397599
Site A,June,26,2017,Transactional Sales,FRBO,Platform,37880.108014
Site B,June,26,2017,Transactional Sales,FRBO,Platform,21583.793416
Site A,June,27,2017,Transactional Sales,FRBO,Platform,35992.428606
Site B,June,27,2017,Transactional Sales,FRBO,Platform,21928.18893
Site A,June,28,2017,Transactional Sales,FRBO,Platform,37644.931198
Site B,June,28,2017,Transactional Sales,FRBO,Platform,18910.822415
Site A,June,29,2017,Transactional Sales,FRBO,Platform,33688.598642
Site B,June,29,2017,Transactional Sales,FRBO,Platform,17541.975112
Site A,June,30,2017,Transactional Sales,FRBO,Platform,33545.050986
Site B,June,30,2017,Transactional Sales,FRBO,Platform,14817.697176
Site A,May,1,2017,Transactional Sales,FRBO,Platform,33446.687587
Site B,May,1,2017,Transactional Sales,FRBO,Platform,21080.203623
Site A,May,2,2017,Transactional Sales,FRBO,Platform,34118.326721
Site B,May,2,2017,Transactional Sales,FRBO,Platform,16650.115975
Site A,May,3,2017,Transactional Sales,FRBO,Platform,34324.759089
Site B,May,3,2017,Transactional Sales,FRBO,Platform,14602.804811
Site A,May,4,2017,Transactional Sales,FRBO,Platform,30192.330502
Site B,May,4,2017,Transactional Sales,FRBO,Platform,12877.506871
Site A,May,5,2017,Transactional Sales,FRBO,Platform,27207.882918
Site B,May,5,2017,Transactional Sales,FRBO,Platform,11491.792273
Site A,May,6,2017,Transactional Sales,FRBO,Platform,26422.676871
Site B,May,6,2017,Transactional Sales,FRBO,Platform,13886.992498
Site A,May,7,2017,Transactional Sales,FRBO,Platform,33048.689933
Site B,May,7,2017,Transactional Sales,FRBO,Platform,15315.778355
Site A,May,8,2017,Transactional Sales,FRBO,Platform,38399.374491
Site B,May,8,2017,Transactional Sales,FRBO,Platform,20091.023355
Site A,May,9,2017,Transactional Sales,FRBO,Platform,32510.082712
Site B,May,9,2017,Transactional Sales,FRBO,Platform,16854.130653
Site A,May,10,2017,Transactional Sales,FRBO,Platform,31565.959626
Site B,May,10,2017,Transactional Sales,FRBO,Platform,14038.505879
Site A,May,11,2017,Transactional Sales,FRBO,Platform,29004.4303
Site B,May,11,2017,Transactional Sales,FRBO,Platform,13903.066706
Site A,May,12,2017,Transactional Sales,FRBO,Platform,28155.259617
Site B,May,12,2017,Transactional Sales,FRBO,Platform,15175.645537
Site A,May,13,2017,Transactional Sales,FRBO,Platform,29197.703233
Site B,May,13,2017,Transactional Sales,FRBO,Platform,15392.839752
Site A,May,14,2017,Transactional Sales,FRBO,Platform,43996.705829
Site B,May,14,2017,Transactional Sales,FRBO,Platform,19614.571636
Site A,May,15,2017,Transactional Sales,FRBO,Platform,35901.264522
Site B,May,15,2017,Transactional Sales,FRBO,Platform,22569.684783
Site A,May,16,2017,Transactional Sales,FRBO,Platform,38209.34359
Site B,May,16,2017,Transactional Sales,FRBO,Platform,18968.141379
Site A,May,17,2017,Transactional Sales,FRBO,Platform,35501.647433
Site B,May,17,2017,Transactional Sales,FRBO,Platform,17226.592552
Site A,May,18,2017,Transactional Sales,FRBO,Platform,35782.749638
Site B,May,18,2017,Transactional Sales,FRBO,Platform,16096.334711
Site A,May,19,2017,Transactional Sales,FRBO,Platform,32527.34994
Site B,May,19,2017,Transactional Sales,FRBO,Platform,15168.765731
Site A,May,20,2017,Transactional Sales,FRBO,Platform,30194.444022
Site B,May,20,2017,Transactional Sales,FRBO,Platform,14449.909638
Site A,May,21,2017,Transactional Sales,FRBO,Platform,33258.640595
Site B,May,21,2017,Transactional Sales,FRBO,Platform,18862.820277
Site A,May,22,2017,Transactional Sales,FRBO,Platform,32115.669952
Site B,May,22,2017,Transactional Sales,FRBO,Platform,18714.518972
Site A,May,23,2017,Transactional Sales,FRBO,Platform,34785.366753
Site B,May,23,2017,Transactional Sales,FRBO,Platform,20685.194952
Site A,May,24,2017,Transactional Sales,FRBO,Platform,32275.329664
Site B,May,24,2017,Transactional Sales,FRBO,Platform,16421.06162
Site A,May,25,2017,Transactional Sales,FRBO,Platform,34648.169557
Site B,May,25,2017,Transactional Sales,FRBO,Platform,16180.85803
Site A,May,26,2017,Transactional Sales,FRBO,Platform,27043.84109
