site,month_of_date_id,day_of_date_id,year_of_date_id,measure_names,person_type,supplier_type,measure_values
Site B,May,23,2017,Total Net Bookings,PM,Integrated,5.0
Site A,May,24,2017,Total Net Bookings,PM,Integrated,52.0
Site B,May,24,2017,Total Net Bookings,PM,Integrated,10.0
Site A,May,25,2017,Total Net Bookings,PM,Integrated,41.0
Site B,May,25,2017,Total Net Bookings,PM,Integrated,5.0
Site A,May,26,2017,Total Net Bookings,PM,Integrated,46.0
Site B,May,26,2017,Total Net Bookings,PM,Integrated,9.0
Site A,May,27,2017,Total Net Bookings,PM,Integrated,44.0
Site B,May,27,2017,Total Net Bookings,PM,Integrated,7.0
Site A,May,28,2017,Total Net Bookings,PM,Integrated,46.0
Site B,May,28,2017,Total Net Bookings,PM,Integrated,24.0
Site A,May,29,2017,Total Net Bookings,PM,Integrated,66.0
Site B,May,29,2017,Total Net Bookings,PM,Integrated,13.0
Site A,May,30,2017,Total Net Bookings,PM,Integrated,52.0
Site B,May,30,2017,Total Net Bookings,PM,Integrated,7.0
Site A,May,31,2017,Total Net Bookings,PM,Integrated,57.0
Site B,May,31,2017,Total Net Bookings,PM,Integrated,17.0
Site A,July,1,2016,Total Net Bookings,PM,Platform,56.0
Site B,July,1,2016,Total Net Bookings,PM,Platform,36.0
Site A,July,2,2016,Total Net Bookings,PM,Platform,70.0
Site B,July,2,2016,Total Net Bookings,PM,Platform,50.0
Site A,July,3,2016,Total Net Bookings,PM,Platform,73.0
Site B,July,3,2016,Total Net Bookings,PM,Platform,61.0
Site A,July,4,2016,Total Net Bookings,PM,Platform,85.0
Site B,July,4,2016,Total Net Bookings,PM,Platform,32.0
Site A,July,5,2016,Total Net Bookings,PM,Platform,80.0
Site B,July,5,2016,Total Net Bookings,PM,Platform,45.0
Site A,July,6,2016,Total Net Bookings,PM,Platform,54.0
Site B,July,6,2016,Total Net Bookings,PM,Platform,30.0
Site A,July,7,2016,Total Net Bookings,PM,Platform,95.0
Site B,July,7,2016,Total Net Bookings,PM,Platform,38.0
Site A,July,8,2016,Total Net Bookings,PM,Platform,68.0
Site B,July,8,2016,Total Net Bookings,PM,Platform,39.0
Site A,July,9,2016,Total Net Bookings,PM,Platform,61.0
Site B,July,9,2016,Total Net Bookings,PM,Platform,42.0
Site A,July,10,2016,Total Net Bookings,PM,Platform,97.0
Site B,July,10,2016,Total Net Bookings,PM,Platform,41.0
Site A,July,11,2016,Total Net Bookings,PM,Platform,80.0
Site B,July,11,2016,Total Net Bookings,PM,Platform,53.0
Site A,July,12,2016,Total Net Bookings,PM,Platform,72.0
Site B,July,12,2016,Total Net Bookings,PM,Platform,54.0
Site A,July,13,2016,Total Net Bookings,PM,Platform,89.0
Site B,July,13,2016,Total Net Bookings,PM,Platform,50.0
Site A,July,14,2016,Total Net Bookings,PM,Platform,100.0
Site B,July,14,2016,Total Net Bookings,PM,Platform,49.0
Site A,July,15,2016,Total Net Bookings,PM,Platform,74.0
Site B,July,15,2016,Total Net Bookings,PM,Platform,31.0
Site A,July,16,2016,Total Net Bookings,PM,Platform,58.0
Site B,July,16,2016,Total Net Bookings,PM,Platform,33.0
Site A,July,17,2016,Total Net Bookings,PM,Platform,84.0
Site B,July,17,2016,Total Net Bookings,PM,Platform,25.0
Site A,July,18,2016,Total Net Bookings,PM,Platform,69.0
Site B,July,18,2016,Total Net Bookings,PM,Platform,39.0
Site A,July,19,2016,Total Net Bookings,PM,Platform,83.0
Site B,July,19,2016,Total Net Bookings,PM,Platform,53.0
Site A,July,20,2016,Total Net Bookings,PM,Platform,78.0
Site B,July,20,2016,Total Net Bookings,PM,Platform,48.0
Site A,July,21,2016,Total Net Bookings,PM,Platform,71.0
Site B,July,21,2016,Total Net Bookings,PM,Platform,34.0
Site A,July,22,2016,Total Net Bookings,PM,Platform,85.0
Site B,July,22,2016,Total Net Bookings,PM,Platform,17.0
Site A,July,23,2016,Total Net Bookings,PM,Platform,67.0
Site B,July,23,2016,Total Net Bookings,PM,Platform,22.0
Site A,July,24,2016,Total Net Bookings,PM,Platform,66.0
Site B,July,24,2016,Total Net Bookings,PM,Platform,30.0
Site A,July,25,2016,Total Net Bookings,PM,Platform,71.0
Site B,July,25,2016,Total Net Bookings,PM,Platform,37.0
Site A,July,26,2016,Total Net Bookings,PM,Platform,88.0
Site B,July,26,2016,Total Net Bookings,PM,Platform,39.0
Site A,July,27,2016,Total Net Bookings,PM,Platform,60.0
Site B,July,27,2016,Total Net Bookings,PM,Platform,26.0
Site A,July,28,2016,Total Net Bookings,PM,Platform,72.0
Site B,July,28,2016,Total Net Bookings,PM,Platform,46.0
Site A,July,29,2016,Total Net Bookings,PM,Platform,73.0
Site B,July,29,2016,Total Net Bookings,PM,Platform,32.0
Site A,July,30,2016,Total Net Bookings,PM,Platform,57.0
Site B,July,30,2016,Total Net Bookings,PM,Platform,33.0
Site A,July,31,2016,Total Net Bookings,PM,Platform,79.0
Site B,July,31,2016,Total Net Bookings,PM,Platform,30.0
Site A,June,1,2016,Total Net Bookings,PM,Platform,123.0
Site B,June,1,2016,Total Net Bookings,PM,Platform,64.0
Site A,June,2,2016,Total Net Bookings,PM,Platform,105.0
Site B,June,2,2016,Total Net Bookings,PM,Platform,44.0
Site A,June,3,2016,Total Net Bookings,PM,Platform,92.0
Site B,June,3,2016,Total Net Bookings,PM,Platform,62.0
Site A,June,4,2016,Total Net Bookings,PM,Platform,84.0
Site B,June,4,2016,Total Net Bookings,PM,Platform,56.0
Site A,June,5,2016,Total Net Bookings,PM,Platform,102.0
Site B,June,5,2016,Total Net Bookings,PM,Platform,68.0
Site A,June,6,2016,Total Net Bookings,PM,Platform,91.0
Site B,June,6,2016,Total Net Bookings,PM,Platform,57.0
Site A,June,7,2016,Total Net Bookings,PM,Platform,98.0
Site B,June,7,2016,Total Net Bookings,PM,Platform,58.0
Site A,June,8,2016,Total Net Bookings,PM,Platform,102.0
Site B,June,8,2016,Total Net Bookings,PM,Platform,76.0
Site A,June,9,2016,Total Net Bookings,PM,Platform,82.0
Site B,June,9,2016,Total Net Bookings,PM,Platform,51.0
Site A,June,10,2016,Total Net Bookings,PM,Platform,74.0
Site B,June,10,2016,Total Net Bookings,PM,Platform,46.0
Site A,June,11,2016,Total Net Bookings,PM,Platform,87.0
Site B,June,11,2016,Total Net Bookings,PM,Platform,48.0
Site A,June,12,2016,Total Net Bookings,PM,Platform,99.0
Site B,June,12,2016,Total Net Bookings,PM,Platform,94.0
Site A,June,13,2016,Total Net Bookings,PM,Platform,100.0
Site B,June,13,2016,Total Net Bookings,PM,Platform,68.0
Site A,June,14,2016,Total Net Bookings,PM,Platform,103.0
Site B,June,14,2016,Total Net Bookings,PM,Platform,55.0
Site A,June,15,2016,Total Net Bookings,PM,Platform,75.0
Site B,June,15,2016,Total Net Bookings,PM,Platform,64.0
Site A,June,16,2016,Total Net Bookings,PM,Platform,72.0
Site B,June,16,2016,Total Net Bookings,PM,Platform,38.0
Site A,June,17,2016,Total Net Bookings,PM,Platform,73.0
Site B,June,17,2016,Total Net Bookings,PM,Platform,39.0
Site A,June,18,2016,Total Net Bookings,PM,Platform,72.0
Site B,June,18,2016,Total Net Bookings,PM,Platform,26.0
Site A,June,19,2016,Total Net Bookings,PM,Platform,70.0
Site B,June,19,2016,Total Net Bookings,PM,Platform,52.0
Site A,June,20,2016,Total Net Bookings,PM,Platform,74.0
Site B,June,20,2016,Total Net Bookings,PM,Platform,54.0
Site A,June,21,2016,Total Net Bookings,PM,Platform,69.0
Site B,June,21,2016,Total Net Bookings,PM,Platform,29.0
Site A,June,22,2016,Total Net Bookings,PM,Platform,65.0
Site B,June,22,2016,Total Net Bookings,PM,Platform,42.0
Site A,June,23,2016,Total Net Bookings,PM,Platform,54.0
Site B,June,23,2016,Total Net Bookings,PM,Platform,22.0
Site A,June,24,2016,Total Net Bookings,PM,Platform,66.0
Site B,June,24,2016,Total Net Bookings,PM,Platform,38.0
Site A,June,25,2016,Total Net Bookings,PM,Platform,53.0
Site B,June,25,2016,Total Net Bookings,PM,Platform,31.0
Site A,June,26,2016,Total Net Bookings,PM,Platform,66.0
Site B,June,26,2016,Total Net Bookings,PM,Platform,47.0
Site A,June,27,2016,Total Net Bookings,PM,Platform,83.0
Site B,June,27,2016,Total Net Bookings,PM,Platform,48.0
Site A,June,28,2016,Total Net Bookings,PM,Platform,86.0
Site B,June,28,2016,Total Net Bookings,PM,Platform,42.0
Site A,June,29,2016,Total Net Bookings,PM,Platform,89.0
Site B,June,29,2016,Total Net Bookings,PM,Platform,40.0
Site A,June,30,2016,Total Net Bookings,PM,Platform,66.0
Site B,June,30,2016,Total Net Bookings,PM,Platform,33.0
Site A,May,1,2016,Total Net Bookings,PM,Platform,87.0
Site B,May,1,2016,Total Net Bookings,PM,Platform,70.0
Site A,May,2,2016,Total Net Bookings,PM,Platform,135.0
Site B,May,2,2016,Total Net Bookings,PM,Platform,86.0
Site A,May,3,2016,Total Net Bookings,PM,Platform,118.0
Site B,May,3,2016,Total Net Bookings,PM,Platform,63.0
Site A,May,4,2016,Total Net Bookings,PM,Platform,129.0
Site B,May,4,2016,Total Net Bookings,PM,Platform,54.0
Site A,May,5,2016,Total Net Bookings,PM,Platform,93.0
Site B,May,5,2016,Total Net Bookings,PM,Platform,63.0
Site A,May,6,2016,Total Net Bookings,PM,Platform,94.0
Site B,May,6,2016,Total Net Bookings,PM,Platform,59.0
Site A,May,7,2016,Total Net Bookings,PM,Platform,84.0
Site B,May,7,2016,Total Net Bookings,PM,Platform,59.0
Site A,May,8,2016,Total Net Bookings,PM,Platform,110.0
Site B,May,8,2016,Total Net Bookings,PM,Platform,63.0
Site A,May,9,2016,Total Net Bookings,PM,Platform,125.0
Site B,May,9,2016,Total Net Bookings,PM,Platform,65.0
Site A,May,10,2016,Total Net Bookings,PM,Platform,121.0
Site B,May,10,2016,Total Net Bookings,PM,Platform,69.0
Site A,May,11,2016,Total Net Bookings,PM,Platform,102.0
Site B,May,11,2016,Total Net Bookings,PM,Platform,60.0
Site A,May,12,2016,Total Net Bookings,PM,Platform,107.0
Site B,May,12,2016,Total Net Bookings,PM,Platform,48.0
Site A,May,13,2016,Total Net Bookings,PM,Platform,101.0
Site B,May,13,2016,Total Net Bookings,PM,Platform,53.0
Site A,May,14,2016,Total Net Bookings,PM,Platform,116.0
Site B,May,14,2016,Total Net Bookings,PM,Platform,66.0
Site A,May,15,2016,Total Net Bookings,PM,Platform,111.0
Site B,May,15,2016,Total Net Bookings,PM,Platform,49.0
Site A,May,16,2016,Total Net Bookings,PM,Platform,137.0
Site B,May,16,2016,Total Net Bookings,PM,Platform,83.0
Site A,May,17,2016,Total Net Bookings,PM,Platform,96.0
Site B,May,17,2016,Total Net Bookings,PM,Platform,52.0
Site A,May,18,2016,Total Net Bookings,PM,Platform,135.0
Site B,May,18,2016,Total Net Bookings,PM,Platform,66.0
Site A,May,19,2016,Total Net Bookings,PM,Platform,134.0
Site B,May,19,2016,Total Net Bookings,PM,Platform,69.0
Site A,May,20,2016,Total Net Bookings,PM,Platform,104.0
Site B,May,20,2016,Total Net Bookings,PM,Platform,40.0
Site A,May,21,2016,Total Net Bookings,PM,Platform,145.0
Site B,May,21,2016,Total Net Bookings,PM,Platform,40.0
Site A,May,22,2016,Total Net Bookings,PM,Platform,156.0
Site B,May,22,2016,Total Net Bookings,PM,Platform,76.0
Site A,May,23,2016,Total Net Bookings,PM,Platform,134.0
Site B,May,23,2016,Total Net Bookings,PM,Platform,64.0
Site A,May,24,2016,Total Net Bookings,PM,Platform,126.0
Site B,May,24,2016,Total Net Bookings,PM,Platform,53.0
Site A,May,25,2016,Total Net Bookings,PM,Platform,175.0
Site B,May,25,2016,Total Net Bookings,PM,Platform,54.0
Site A,May,26,2016,Total Net Bookings,PM,Platform,126.0
Site B,May,26,2016,Total Net Bookings,PM,Platform,53.0
Site A,May,27,2016,Total Net Bookings,PM,Platform,112.0
Site B,May,27,2016,Total Net Bookings,PM,Platform,41.0
Site A,May,28,2016,Total Net Bookings,PM,Platform,98.0
Site B,May,28,2016,Total Net Bookings,PM,Platform,40.0
Site A,May,29,2016,Total Net Bookings,PM,Platform,101.0
Site B,May,29,2016,Total Net Bookings,PM,Platform,59.0
Site A,May,30,2016,Total Net Bookings,PM,Platform,120.0
Site B,May,30,2016,Total Net Bookings,PM,Platform,64.0
Site A,May,31,2016,Total Net Bookings,PM,Platform,151.0
Site B,May,31,2016,Total Net Bookings,PM,Platform,81.0
Site A,July,1,2017,Total Net Bookings,PM,Platform,102.0
Site B,July,1,2017,Total Net Bookings,PM,Platform,34.0
Site A,July,2,2017,Total Net Bookings,PM,Platform,171.0
Site B,July,2,2017,Total Net Bookings,PM,Platform,49.0
Site A,July,3,2017,Total Net Bookings,PM,Platform,155.0
Site B,July,3,2017,Total Net Bookings,PM,Platform,51.0
Site A,July,4,2017,Total Net Bookings,PM,Platform,155.0
Site B,July,4,2017,Total Net Bookings,PM,Platform,38.0
Site A,July,5,2017,Total Net Bookings,PM,Platform,131.0
Site B,July,5,2017,Total Net Bookings,PM,Platform,37.0
Site A,July,6,2017,Total Net Bookings,PM,Platform,132.0
Site B,July,6,2017,Total Net Bookings,PM,Platform,38.0
Site A,July,7,2017,Total Net Bookings,PM,Platform,124.0
Site B,July,7,2017,Total Net Bookings,PM,Platform,37.0
Site A,July,8,2017,Total Net Bookings,PM,Platform,106.0
Site B,July,8,2017,Total Net Bookings,PM,Platform,50.0
Site A,July,9,2017,Total Net Bookings,PM,Platform,141.0
Site B,July,9,2017,Total Net Bookings,PM,Platform,53.0
Site A,July,10,2017,Total Net Bookings,PM,Platform,177.0
Site B,July,10,2017,Total Net Bookings,PM,Platform,58.0
Site A,July,11,2017,Total Net Bookings,PM,Platform,135.0
Site B,July,11,2017,Total Net Bookings,PM,Platform,48.0
Site A,July,12,2017,Total Net Bookings,PM,Platform,133.0
Site B,July,12,2017,Total Net Bookings,PM,Platform,35.0
Site A,July,13,2017,Total Net Bookings,PM,Platform,124.0
Site B,July,13,2017,Total Net Bookings,PM,Platform,39.0
Site A,July,14,2017,Total Net Bookings,PM,Platform,106.0
Site B,July,14,2017,Total Net Bookings,PM,Platform,27.0
Site A,July,15,2017,Total Net Bookings,PM,Platform,123.0
Site B,July,15,2017,Total Net Bookings,PM,Platform,32.0
Site A,July,16,2017,Total Net Bookings,PM,Platform,146.0
Site B,July,16,2017,Total Net Bookings,PM,Platform,38.0
Site A,July,17,2017,Total Net Bookings,PM,Platform,120.0
Site B,July,17,2017,Total Net Bookings,PM,Platform,46.0
Site A,July,18,2017,Total Net Bookings,PM,Platform,161.0
Site B,July,18,2017,Total Net Bookings,PM,Platform,45.0
Site A,July,19,2017,Total Net Bookings,PM,Platform,149.0
Site B,July,19,2017,Total Net Bookings,PM,Platform,35.0
Site A,July,20,2017,Total Net Bookings,PM,Platform,125.0
Site B,July,20,2017,Total Net Bookings,PM,Platform,22.0
Site A,July,21,2017,Total Net Bookings,PM,Platform,119.0
Site B,July,21,2017,Total Net Bookings,PM,Platform,33.0
Site A,July,22,2017,Total Net Bookings,PM,Platform,119.0
Site B,July,22,2017,Total Net Bookings,PM,Platform,22.0
Site A,July,23,2017,Total Net Bookings,PM,Platform,146.0
Site B,July,23,2017,Total Net Bookings,PM,Platform,40.0
Site A,July,24,2017,Total Net Bookings,PM,Platform,164.0
Site B,July,24,2017,Total Net Bookings,PM,Platform,49.0
Site A,July,25,2017,Total Net Bookings,PM,Platform,129.0
Site B,July,25,2017,Total Net Bookings,PM,Platform,35.0
Site A,July,26,2017,Total Net Bookings,PM,Platform,141.0
Site B,July,26,2017,Total Net Bookings,PM,Platform,40.0
Site A,July,27,2017,Total Net Bookings,PM,Platform,160.0
Site B,July,27,2017,Total Net Bookings,PM,Platform,41.0
Site A,July,28,2017,Total Net Bookings,PM,Platform,120.0
Site B,July,28,2017,Total Net Bookings,PM,Platform,32.0
Site A,July,29,2017,Total Net Bookings,PM,Platform,139.0
Site B,July,29,2017,Total Net Bookings,PM,Platform,21.0
Site A,July,30,2017,Total Net Bookings,PM,Platform,137.0
Site B,July,30,2017,Total Net Bookings,PM,Platform,32.0
Site A,July,31,2017,Total Net Bookings,PM,Platform,143.0
Site B,July,31,2017,Total Net Bookings,PM,Platform,52.0
Site A,June,1,2017,Total Net Bookings,PM,Platform,107.0
Site B,June,1,2017,Total Net Bookings,PM,Platform,34.0
Site A,June,2,2017,Total Net Bookings,PM,Platform,106.0
Site B,June,2,2017,Total Net Bookings,PM,Platform,30.0
Site A,June,3,2017,Total Net Bookings,PM,Platform,90.0
Site B,June,3,2017,Total Net Bookings,PM,Platform,28.0
Site A,June,4,2017,Total Net Bookings,PM,Platform,118.0
Site B,June,4,2017,Total Net Bookings,PM,Platform,32.0
Site A,June,5,2017,Total Net Bookings,PM,Platform,139.0
Site B,June,5,2017,Total Net Bookings,PM,Platform,52.0
Site A,June,6,2017,Total Net Bookings,PM,Platform,138.0
Site B,June,6,2017,Total Net Bookings,PM,Platform,60.0
Site A,June,7,2017,Total Net Bookings,PM,Platform,116.0
Site B,June,7,2017,Total Net Bookings,PM,Platform,36.0
Site A,June,8,2017,Total Net Bookings,PM,Platform,127.0
Site B,June,8,2017,Total Net Bookings,PM,Platform,34.0
Site A,June,9,2017,Total Net Bookings,PM,Platform,108.0
Site B,June,9,2017,Total Net Bookings,PM,Platform,34.0
Site A,June,10,2017,Total Net Bookings,PM,Platform,92.0
Site B,June,10,2017,Total Net Bookings,PM,Platform,32.0
Site A,June,11,2017,Total Net Bookings,PM,Platform,150.0
Site B,June,11,2017,Total Net Bookings,PM,Platform,34.0
Site A,June,12,2017,Total Net Bookings,PM,Platform,144.0
Site B,June,12,2017,Total Net Bookings,PM,Platform,72.0
Site A,June,13,2017,Total Net Bookings,PM,Platform,121.0
Site B,June,13,2017,Total Net Bookings,PM,Platform,30.0
Site A,June,14,2017,Total Net Bookings,PM,Platform,121.0
Site B,June,14,2017,Total Net Bookings,PM,Platform,46.0
Site A,June,15,2017,Total Net Bookings,PM,Platform,115.0
Site B,June,15,2017,Total Net Bookings,PM,Platform,51.0
Site A,June,16,2017,Total Net Bookings,PM,Platform,106.0
Site B,June,16,2017,Total Net Bookings,PM,Platform,23.0
Site A,June,17,2017,Total Net Bookings,PM,Platform,84.0
Site B,June,17,2017,Total Net Bookings,PM,Platform,32.0
Site A,June,18,2017,Total Net Bookings,PM,Platform,121.0
Site B,June,18,2017,Total Net Bookings,PM,Platform,40.0
Site A,June,19,2017,Total Net Bookings,PM,Platform,150.0
Site B,June,19,2017,Total Net Bookings,PM,Platform,41.0
Site A,June,20,2017,Total Net Bookings,PM,Platform,147.0
Site B,June,20,2017,Total Net Bookings,PM,Platform,37.0
Site A,June,21,2017,Total Net Bookings,PM,Platform,156.0
Site B,June,21,2017,Total Net Bookings,PM,Platform,36.0
Site A,June,22,2017,Total Net Bookings,PM,Platform,133.0
Site B,June,22,2017,Total Net Bookings,PM,Platform,36.0
Site A,June,23,2017,Total Net Bookings,PM,Platform,104.0
Site B,June,23,2017,Total Net Bookings,PM,Platform,35.0
Site A,June,24,2017,Total Net Bookings,PM,Platform,114.0
Site B,June,24,2017,Total Net Bookings,PM,Platform,25.0
Site A,June,25,2017,Total Net Bookings,PM,Platform,157.0
Site B,June,25,2017,Total Net Bookings,PM,Platform,45.0
Site A,June,26,2017,Total Net Bookings,PM,Platform,155.0
Site B,June,26,2017,Total Net Bookings,PM,Platform,35.0
Site A,June,27,2017,Total Net Bookings,PM,Platform,173.0
Site B,June,27,2017,Total Net Bookings,PM,Platform,43.0
Site A,June,28,2017,Total Net Bookings,PM,Platform,140.0
Site B,June,28,2017,Total Net Bookings,PM,Platform,28.0
Site A,June,29,2017,Total Net Bookings,PM,Platform,132.0
Site B,June,29,2017,Total Net Bookings,PM,Platform,41.0
Site A,June,30,2017,Total Net Bookings,PM,Platform,115.0
Site B,June,30,2017,Total Net Bookings,PM,Platform,30.0
Site A,May,1,2017,Total Net Bookings,PM,Platform,143.0
Site B,May,1,2017,Total Net Bookings,PM,Platform,79.0
Site A,May,2,2017,Total Net Bookings,PM,Platform,139.0
Site B,May,2,2017,Total Net Bookings,PM,Platform,43.0
Site A,May,3,2017,Total Net Bookings,PM,Platform,143.0
Site B,May,3,2017,Total Net Bookings,PM,Platform,51.0
Site A,May,4,2017,Total Net Bookings,PM,Platform,145.0
Site B,May,4,2017,Total Net Bookings,PM,Platform,50.0
Site A,May,5,2017,Total Net Bookings,PM,Platform,127.0
Site B,May,5,2017,Total Net Bookings,PM,Platform,33.0
Site A,May,6,2017,Total Net Bookings,PM,Platform,149.0
Site B,May,6,2017,Total Net Bookings,PM,Platform,43.0
Site A,May,7,2017,Total Net Bookings,PM,Platform,163.0
Site B,May,7,2017,Total Net Bookings,PM,Platform,54.0
Site A,May,8,2017,Total Net Bookings,PM,Platform,164.0
Site B,May,8,2017,Total Net Bookings,PM,Platform,66.0
Site A,May,9,2017,Total Net Bookings,PM,Platform,156.0
Site B,May,9,2017,Total Net Bookings,PM,Platform,47.0
Site A,May,10,2017,Total Net Bookings,PM,Platform,145.0
Site B,May,10,2017,Total Net Bookings,PM,Platform,49.0
Site A,May,11,2017,Total Net Bookings,PM,Platform,143.0
Site B,May,11,2017,Total Net Bookings,PM,Platform,39.0
Site A,May,12,2017,Total Net Bookings,PM,Platform,125.0
Site B,May,12,2017,Total Net Bookings,PM,Platform,35.0
Site A,May,13,2017,Total Net Bookings,PM,Platform,119.0
Site B,May,13,2017,Total Net Bookings,PM,Platform,36.0
Site A,May,14,2017,Total Net Bookings,PM,Platform,128.0
Site B,May,14,2017,Total Net Bookings,PM,Platform,39.0
Site A,May,15,2017,Total Net Bookings,PM,Platform,136.0
Site B,May,15,2017,Total Net Bookings,PM,Platform,41.0
Site A,May,16,2017,Total Net Bookings,PM,Platform,141.0
Site B,May,16,2017,Total Net Bookings,PM,Platform,52.0
Site A,May,17,2017,Total Net Bookings,PM,Platform,116.0
Site B,May,17,2017,Total Net Bookings,PM,Platform,38.0
Site A,May,18,2017,Total Net Bookings,PM,Platform,136.0
Site B,May,18,2017,Total Net Bookings,PM,Platform,46.0
Site A,May,19,2017,Total Net Bookings,PM,Platform,111.0
Site B,May,19,2017,Total Net Bookings,PM,Platform,17.0
Site A,May,20,2017,Total Net Bookings,PM,Platform,105.0
Site B,May,20,2017,Total Net Bookings,PM,Platform,27.0
Site A,May,21,2017,Total Net Bookings,PM,Platform,133.0
Site B,May,21,2017,Total Net Bookings,PM,Platform,35.0
Site A,May,22,2017,Total Net Bookings,PM,Platform,127.0
Site B,May,22,2017,Total Net Bookings,PM,Platform,35.0
Site A,May,23,2017,Total Net Bookings,PM,Platform,120.0
Site B,May,23,2017,Total Net Bookings,PM,Platform,39.0
Site A,May,24,2017,Total Net Bookings,PM,Platform,109.0
Site B,May,24,2017,Total Net Bookings,PM,Platform,33.0
Site A,May,25,2017,Total Net Bookings,PM,Platform,110.0
Site B,May,25,2017,Total Net Bookings,PM,Platform,34.0
Site A,May,26,2017,Total Net Bookings,PM,Platform,77.0
Site B,May,26,2017,Total Net Bookings,PM,Platform,30.0
Site A,May,27,2017,Total Net Bookings,PM,Platform,90.0
Site B,May,27,2017,Total Net Bookings,PM,Platform,28.0
Site A,May,28,2017,Total Net Bookings,PM,Platform,113.0
Site B,May,28,2017,Total Net Bookings,PM,Platform,35.0
Site A,May,29,2017,Total Net Bookings,PM,Platform,148.0
Site B,May,29,2017,Total Net Bookings,PM,Platform,30.0
Site A,May,30,2017,Total Net Bookings,PM,Platform,102.0
Site B,May,30,2017,Total Net Bookings,PM,Platform,33.0
Site A,May,31,2017,Total Net Bookings,PM,Platform,113.0
Site B,May,31,2017,Total Net Bookings,PM,Platform,35.0
Site A,July,1,2016,Transactional Sales,FRBO,Platform,15781.033017
Site B,July,1,2016,Transactional Sales,FRBO,Platform,12011.399749
Site A,July,2,2016,Transactional Sales,FRBO,Platform,12339.288009
Site B,July,2,2016,Transactional Sales,FRBO,Platform,11219.576573
Site A,July,3,2016,Transactional Sales,FRBO,Platform,14870.294283
Site B,July,3,2016,Transactional Sales,FRBO,Platform,13338.888022
Site A,July,4,2016,Transactional Sales,FRBO,Platform,17247.177534
Site B,July,4,2016,Transactional Sales,FRBO,Platform,14173.568863
Site A,July,5,2016,Transactional Sales,FRBO,Platform,15408.533292
Site B,July,5,2016,Transactional Sales,FRBO,Platform,13138.283957
Site A,July,6,2016,Transactional Sales,FRBO,Platform,15032.551515
Site B,July,6,2016,Transactional Sales,FRBO,Platform,12256.425
Site A,July,7,2016,Transactional Sales,FRBO,Platform,13280.210451
Site B,July,7,2016,Transactional Sales,FRBO,Platform,12872.588753
Site A,July,8,2016,Transactional Sales,FRBO,Platform,15791.490209
Site B,July,8,2016,Transactional Sales,FRBO,Platform,11989.798884
Site A,July,9,2016,Transactional Sales,FRBO,Platform,13103.612721
Site B,July,9,2016,Transactional Sales,FRBO,Platform,9017.818508
Site A,July,10,2016,Transactional Sales,FRBO,Platform,15823.429321
Site B,July,10,2016,Transactional Sales,FRBO,Platform,11461.937087
Site A,July,11,2016,Transactional Sales,FRBO,Platform,18061.655041
Site B,July,11,2016,Transactional Sales,FRBO,Platform,13126.298423
Site A,July,12,2016,Transactional Sales,FRBO,Platform,16044.2555
Site B,July,12,2016,Transactional Sales,FRBO,Platform,13313.747345
Site A,July,13,2016,Transactional Sales,FRBO,Platform,14143.41648
Site B,July,13,2016,Transactional Sales,FRBO,Platform,11730.008911
Site A,July,14,2016,Transactional Sales,FRBO,Platform,17012.852008
Site B,July,14,2016,Transactional Sales,FRBO,Platform,11162.967407
Site A,July,15,2016,Transactional Sales,FRBO,Platform,14541.327758
Site B,July,15,2016,Transactional Sales,FRBO,Platform,11302.998041
Site A,July,16,2016,Transactional Sales,FRBO,Platform,14461.401409
Site B,July,16,2016,Transactional Sales,FRBO,Platform,8704.381197
Site A,July,17,2016,Transactional Sales,FRBO,Platform,13977.429845
Site B,July,17,2016,Transactional Sales,FRBO,Platform,8796.374419
Site A,July,18,2016,Transactional Sales,FRBO,Platform,14046.073794
Site B,July,18,2016,Transactional Sales,FRBO,Platform,9653.515002
Site A,July,19,2016,Transactional Sales,FRBO,Platform,15170.889588
Site B,July,19,2016,Transactional Sales,FRBO,Platform,9505.573854
Site A,July,20,2016,Transactional Sales,FRBO,Platform,15296.416781
Site B,July,20,2016,Transactional Sales,FRBO,Platform,11063.427994
Site A,July,21,2016,Transactional Sales,FRBO,Platform,14831.993451
Site B,July,21,2016,Transactional Sales,FRBO,Platform,11290.109644
Site A,July,22,2016,Transactional Sales,FRBO,Platform,14049.193762
Site B,July,22,2016,Transactional Sales,FRBO,Platform,10323.581676
Site A,July,23,2016,Transactional Sales,FRBO,Platform,11920.014027
Site B,July,23,2016,Transactional Sales,FRBO,Platform,7741.750883
Site A,July,24,2016,Transactional Sales,FRBO,Platform,13629.679489
Site B,July,24,2016,Transactional Sales,FRBO,Platform,11571.534392
Site A,July,25,2016,Transactional Sales,FRBO,Platform,17369.679193
Site B,July,25,2016,Transactional Sales,FRBO,Platform,10206.921438
Site A,July,26,2016,Transactional Sales,FRBO,Platform,14426.935336
Site B,July,26,2016,Transactional Sales,FRBO,Platform,9117.294304
Site A,July,27,2016,Transactional Sales,FRBO,Platform,14365.49742
Site B,July,27,2016,Transactional Sales,FRBO,Platform,10087.600678
Site A,July,28,2016,Transactional Sales,FRBO,Platform,13313.775354
Site B,July,28,2016,Transactional Sales,FRBO,Platform,8236.185028
Site A,July,29,2016,Transactional Sales,FRBO,Platform,14328.277007
Site B,July,29,2016,Transactional Sales,FRBO,Platform,8760.919295
